id,chr,r6start,r6stop,positive,H3_c12,H3_c14a,H3_c14c,H3_c8,H3K18ac_c12,H3K18ac_c14a,H3K18ac_c14c,H3K18ac_c8,H3K27ac_c12,H3K27ac_c14a,H3K27ac_c14c,H3K27ac_c8,H3K27me3_c12,H3K27me3_c14a,H3K27me3_c14c,H3K36me3_c12,H3K36me3_c14a,H3K36me3_c14c,H3K4me1_c12,H3K4me1_c14a,H3K4me1_c14c,H3K4me1_c8,H3K4me3_c12,H3K4me3_c14a,H3K4me3_c14c,H3K4me3_c8,H3K9ac_c12,H3K9ac_c14a,H3K9ac_c14c,H3K9ac_c8,H4K5ac_c12,H4K5ac_c14a,H4K5ac_c14c,H4K5ac_c8,H4K8ac_c12,H4K8ac_c14a,H4K8ac_c14c,H4K8ac_c8,input_c12,input_c14a,input_c14c,input_c8,wt_H3,wt_H3K18ac,wt_H3K4me1,wt_ZLD,bcd1,bcd2,cad1,D1,da2,dl3,ftz3,gt2,h1,h2,hb1,hb2,hkb1,hkb2,hkb3,kni1,kni2,kr1,kr2,mad2,med2,prdBQ,prdFQ,run1,run2,shn2,shn3,slp1,sna1,sna2,tll1,twi1,twi2,z2
VT49344,chr3R,29378101,29380240,0,17,12,16,11,24,13,14,20,26,29,13,7,34,24,22,25,46,20,12,9,15,24,28,67,78,44,8,7,20,13,20,6,7,60,6,6,7,4,26,12,23,8,34.65,49.506,76.5,78.12,0,0,0,0,1.20413,0.898386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29657,0,1.06775,1.17789,0
VT49347,chr3R,29383372,29385512,0,10,11,17,15,22,14,20,32,27,27,13,0,21,35,22,42,27,27,15,10,11,7,56,24,42,40,18,12,30,7,23,9,6,34,5,3,7,3,27,16,20,9,28.9,45.51,22.44,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49348,chr3R,29385141,29387289,0,15,12,17,15,19,14,11,32,21,17,26,7,20,34,21,16,20,18,19,13,22,15,42,21,39,0,17,12,30,9,16,7,6,38,6,7,8,6,27,15,20,13,27.05,44.178,53.04,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49350,chr3R,29388572,29390832,0,15,13,22,11,19,3,16,19,20,11,20,14,26,11,31,30,20,33,20,19,11,8,56,45,24,72,15,9,26,19,14,5,7,47,4,2,6,4,16,13,23,11,25.65,66.6,21.42,63.24,0,1.39066,0,0,0,0,0,0,0,0,0,1.47612,0,0,0,0,0,0,0,0,0,0,1.19753,0,0,0,0,0,0,1.20051,0,0,0,0
VT49352,chr3R,29392198,29394342,0,17,12,19,14,41,12,11,0,19,11,13,29,23,23,60,61,25,33,16,8,12,15,73,17,39,4,9,18,26,11,17,7,5,51,5,3,8,2,29,12,23,13,30.4,38.85,75.174,80.6,0,0,0,0,0,1.16704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23542,0,0,0,0,0,0,0,0,1.24307,0,1.08093,1.1564,0
VT49353,chr3R,29393962,29396129,0,18,14,21,14,12,7,10,5,17,17,10,44,21,24,45,40,7,32,15,7,12,5,73,58,46,72,13,22,18,11,15,7,9,37,5,3,7,4,25,16,23,12,39.05,45.51,45.594,40.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23542,0,0,0,0,0,0,0,0,1.24307,0,1.21546,1.11879,0
VT49354,chr3R,29395766,29397929,0,15,14,21,18,22,9,9,27,21,17,31,7,47,23,31,40,12,21,28,12,15,11,68,48,56,24,13,14,20,24,15,7,9,54,5,8,7,4,20,18,21,15,28.9,38.85,62.22,75.02,0,0,0,0,0,0,0,0,1.46091,0,1.29666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49355,chr3R,29397496,29399669,0,15,14,17,18,22,17,13,27,21,17,25,36,25,29,36,31,15,32,26,12,14,4,40,40,56,24,16,16,22,1,17,5,6,48,5,5,5,3,24,18,23,14,28.55,83.25,86.7,115.32,0,0,0,0,0,0,0,0,1.69841,0,1.29666,0,0,0,0,0,0,0,1.31168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49356,chr3R,29399246,29401429,0,16,14,24,13,14,11,14,19,19,13,15,22,25,29,12,21,23,34,20,10,15,11,75,26,27,20,14,12,22,23,14,4,6,50,4,3,5,3,24,17,23,9,32.85,52.17,86.7,71.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22116,0,0,1.21002,0
VT49357,chr3R,29401043,29403181,0,13,16,20,17,10,11,6,19,19,10,16,14,20,17,49,14,23,34,18,8,11,8,28,17,40,137,14,10,22,17,10,4,5,50,5,4,5,3,20,10,19,13,32.85,52.17,67.32,26.04,0,0,0,0,0,0,0,0,1.55446,0,0,0,0,0,0,0,0,0,1.22931,0,0,0,0,0,0,0,0,0,0,1.22116,0,0,1.21002,0
VT49360,chr3R,29407821,29409898,0,13,16,24,18,9,14,13,16,14,16,21,7,35,20,62,12,14,17,15,8,15,15,30,34,31,64,16,10,21,5,18,6,7,45,6,4,7,6,22,19,31,13,34.5,43.29,31.62,42.16,0,0,0,1.17696,0,1.10775,0,0,0,0,0,1.36599,0,0,0,0,0,1.39565,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15663,1.22952,0
VT49361,chr3R,29409011,29411211,0,13,16,24,18,4,11,13,16,14,16,21,7,26,20,62,12,19,17,15,8,15,15,33,28,31,64,16,15,21,9,16,6,6,48,8,4,7,6,22,19,31,13,35.4,43.29,33.66,51.46,0,0,0,0,0,0,0,0,0,0,0,1.43404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49363,chr3R,29411583,29413778,1,12,17,19,30,18,16,11,14,25,16,18,14,29,27,46,33,13,25,19,12,16,14,30,15,49,72,19,15,22,21,20,7,8,41,5,4,9,5,26,16,22,12,28.7,46.62,90.78,73.47,0,0,0,1.37131,1.31511,1.21617,0,0,1.56635,0,0,0,0,1.5331,0,0,1.39214,1.39675,1.34413,0,1.27031,0,0,0,0,0,0,0,0,1.19707,0,1.43441,1.4407,0
VT49365,chr3R,29415765,29417976,0,19,16,26,31,13,6,22,7,17,26,16,22,35,24,35,19,23,30,22,10,13,8,59,79,34,64,16,13,34,11,17,7,10,41,5,6,11,4,22,18,23,9,29.35,48.84,22.032,52.7,0,0,0,0,0,0,0,0,0,0,0,1.46158,0,0,0,0,0,0,0,1.32911,1.26767,1.0999,0,0,0,0,0,0,0,1.25867,0,1.16498,1.15386,0
VT49366,chr3R,29417560,29419707,0,15,12,26,17,9,11,21,12,20,26,23,29,32,25,39,28,15,14,20,15,18,20,59,45,30,64,15,15,17,19,18,7,10,40,7,7,9,4,22,18,23,10,27.55,56.277,43.86,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32911,0,1.21143,1.23574,0,0,0,0,0,0,0,0,1.26438,1.35974,0
VT49367,chr3R,29419310,29421439,0,17,15,25,20,17,4,10,8,7,7,13,22,25,38,46,21,21,40,9,11,13,20,42,45,40,12,15,14,22,19,17,6,7,41,7,7,8,4,29,14,21,10,34.9,34.188,23.46,62.62,0,1.35707,0,0,0,1.08948,0,0,0,1.34396,0,1.50951,0,0,0,0,0,1.46233,1.29515,1.33561,1.58556,0,0,0,0,0,0,1.64383,0,0,0,1.15059,1.23919,0
VT49369,chr3R,29422850,29425055,0,13,11,17,25,12,3,7,5,17,10,8,22,29,30,14,25,9,36,13,8,12,20,66,41,33,72,5,17,18,7,13,5,7,42,4,5,8,3,18,13,17,9,35.45,28.86,38.76,50.84,0,0,0,0,1.26534,0,0,0,0,0,0,1.43957,0,0,0,0,0,1.32331,1.2837,1.33929,1.23812,0,0,0,0,0,0,0,0,0,0,1.26995,1.10411,0
VT49371,chr3R,29426365,29428523,0,14,15,19,15,25,5,17,10,18,11,15,22,49,17,30,33,29,27,23,14,10,8,30,19,49,60,11,12,18,9,18,5,7,42,7,6,11,4,16,16,26,13,37.1,64.38,53.04,96.224,0,0,0,1.20938,0,1.10291,0,0,1.43222,1.40193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29971,0,1.26987,1.21099,0
VT49372,chr3R,29428162,29430374,0,15,15,22,20,17,9,15,8,32,20,16,22,21,28,22,29,29,17,12,14,11,8,75,19,26,32,11,10,13,9,18,5,7,56,5,4,11,4,17,12,23,10,32.55,98.79,18.36,48.36,0,0,0,0,0,0,0,0,1.45935,0,0,0,0,0,0,0,0,0,0,0,0,1.23713,0,0,0,0,0,0,0,1.20465,0,1.32991,1.21099,0
VT49373,chr3R,29429729,29432041,0,15,15,22,20,17,9,11,5,10,18,18,29,21,28,36,22,14,20,12,9,16,8,75,50,43,68,20,11,17,9,11,5,8,56,5,4,5,4,17,21,23,10,32.55,98.79,23.46,36.58,0,0,0,0,1.25784,0,0,0,0,0,0,0,0,0,0,0,0,1.33409,1.23697,0,1.24636,0,1.18482,0,0,0,0,0,0,0,0,0,1.14151,0
VT49374,chr3R,29431630,29433808,0,15,18,20,17,21,3,13,5,21,17,18,7,39,24,27,20,12,28,19,10,14,5,28,54,43,24,20,19,34,27,16,8,9,53,5,6,10,2,18,18,24,10,26.6,21.09,44.88,37.2,0,1.43628,0,0,1.16377,0,0,0,1.53983,0,0,1.53152,0,0,0,0,0,0,1.23697,0,1.25646,0,1.16515,0,0,0,0,0,0,0,0,1.32098,1.24457,0
VT49375,chr3R,29433480,29435621,0,11,18,18,15,13,13,14,17,32,12,25,22,29,30,46,23,23,28,18,12,11,10,40,102,47,8,9,21,34,25,16,8,9,62,6,7,10,4,20,18,24,10,28.3,34.41,66.3,36.456,0,0,0,0,0,0,0,0,0,0,0,1.53152,0,0,0,0,0,0,1.24927,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14225,0
VT49376,chr3R,29435258,29437378,0,12,16,16,15,17,13,16,1,19,8,20,22,12,25,38,20,23,23,9,12,19,12,40,21,37,68,5,8,29,23,17,5,8,51,6,3,6,4,17,15,17,12,27,65.49,66.3,85.56,0,0,0,0,0,0,0,0,0,0,0,1.47407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23455,0,0,1.07232,0
VT49377,chr3R,29437014,29439238,0,15,12,20,18,16,11,13,6,19,16,40,22,30,41,38,16,12,50,19,10,19,12,52,21,30,48,15,12,22,16,17,5,5,41,5,3,7,4,20,15,27,12,35.05,65.49,27.54,55.8,0,0,0,0,1.22684,0,0,0,1.50519,0,0,1.42976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11153,0,0,0,0
VT49378,chr3R,29438734,29440961,0,16,16,18,15,16,11,16,7,9,15,15,14,32,14,16,66,39,31,23,14,18,5,18,48,52,20,8,16,21,19,16,8,9,53,5,5,7,4,19,18,21,8,40.75,69.93,61.2,22.94,0,0,0,0,1.22684,0,0,0,1.50519,0,1.29041,1.45048,0,0,0,0,0,1.51987,0,1.27832,0,0,0,1.40368,0,0,0,0,0,1.20891,0,0,0,0
VT49379,chr3R,29440575,29442709,0,11,15,15,15,15,16,8,8,17,11,14,7,22,12,12,66,29,42,20,5,18,8,16,32,52,0,10,10,11,9,13,8,9,53,4,2,5,4,16,14,20,8,40.75,69.93,32.64,22.94,0,0,0,0,0,0,0,0,1.43833,0,1.29041,1.45048,0,0,0,0,0,1.52251,0,1.29922,0,0,0,1.52233,0,0,0,0,0,1.20891,0,0,0,0
VT49381,chr3R,29444063,29446186,0,12,12,15,11,15,9,11,24,3,21,21,7,21,46,42,31,4,25,20,11,18,2,37,15,14,65,9,8,21,13,15,5,6,48,4,6,5,4,20,18,16,7,26,38.85,52.02,47.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49382,chr3R,29445792,29447969,0,12,10,15,11,24,4,12,8,4,21,15,7,35,46,39,25,24,25,20,9,16,18,62,32,13,105,12,10,17,15,14,9,6,48,4,5,6,4,20,17,19,13,29.15,61.494,69.36,81.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49383,chr3R,29447547,29449765,0,11,11,17,13,20,4,16,10,11,15,13,14,41,31,32,29,8,22,25,11,14,4,44,38,34,52,15,17,22,17,18,5,7,39,6,6,6,4,19,18,17,12,25.6,21.09,37.74,39.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24672,0,0,0,0,0,0,0,0,0,0,0,1.16411,0
VT49384,chr3R,29449348,29451490,0,14,12,21,14,8,8,16,15,8,15,33,0,41,23,43,35,15,8,25,15,13,18,66,32,21,56,15,12,20,5,17,5,6,39,6,4,7,4,26,23,25,13,32,31.08,41.82,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24441,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49388,chr3R,29456398,29458602,1,8,12,14,18,26,15,29,10,23,18,39,41,18,12,80,31,13,37,23,79,92,16,59,34,52,40,10,12,77,9,11,11,7,45,13,11,13,6,27,16,25,10,36.85,73.26,176.664,157.542,0,0,2.71647,5.40034,3.58847,3.90005,1.63337,2.51226,0,1.55521,1.57461,1.92184,2.90966,2.52789,2.73257,0,0,1.73794,1.92122,0,1.90811,1.31545,1.21975,1.55584,0,0,0,1.82033,0,0,0,2.31164,2.51384,1.29106
VT49389,chr3R,29458257,29460341,0,18,15,16,18,15,15,18,20,31,39,28,14,22,18,50,7,1,25,15,32,77,12,156,81,26,105,13,22,51,29,16,11,12,42,11,11,15,4,27,16,29,12,36.85,65.934,176.664,57.04,0,0,2.23058,4.46794,2.88577,3.4848,0,2.01884,1.49818,1.40893,1.49452,1.70256,0,0,0,0,0,1.73794,1.78928,0,2.05691,1.19818,1.18625,1.55997,0,0,0,2.53036,0,0,0,3.0049,2.82322,1.2281
VT49445,chr3R,29562062,29564342,0,18,12,27,17,13,13,14,11,17,15,15,22,26,25,68,49,17,36,20,17,21,21,52,34,24,68,11,17,53,15,18,8,7,80,7,9,15,4,18,20,26,10,34.45,35.52,42.84,89.28,1.26601,0,0,1.2588,1.49496,1.06996,0,0,0,0,0,0,0,0,0,0,0,1.40182,1.23809,0,1.33735,0,0,0,0,0,0,1.92123,1.34655,1.27187,0,1.25822,1.2809,0
VT49449,chr3R,29570066,29572316,0,18,16,19,21,8,6,16,10,19,10,20,7,27,28,46,16,9,18,12,9,17,13,56,54,16,48,13,19,32,7,20,8,7,37,5,6,16,6,24,21,17,10,44.3,36.63,66.3,98.58,0,0,0,1.47239,1.41219,2.98774,0,0,0,1.23753,0,0,0,0,0,0,0,1.44547,1.80633,0,1.46756,0,0,0,0,0,0,0,0,0,0,1.18493,1.18747,1.2939
VT49458,chr3R,29585094,29587284,0,12,14,19,15,14,11,15,15,21,16,21,14,24,40,33,30,14,10,19,18,40,5,40,18,39,52,14,17,35,17,15,7,8,42,8,10,15,4,20,19,23,11,30.25,57.72,68.34,191.58,0,0,0,1.6483,1.85253,1.53024,0,0,0,1.32996,0,1.43785,1.77238,1.70611,1.68617,0,1.48328,1.51227,1.68164,0,2.37583,0,1.33423,1.43267,0,0,0,0,0,1.47646,3.02172,0,0,0
VT49479,chr3R,29620640,29622823,0,15,14,14,13,13,13,11,22,2,22,15,14,43,30,45,8,30,33,15,17,17,11,9,24,39,0,9,21,25,19,15,7,7,41,5,5,10,4,17,17,27,10,29.7,46.62,44.88,49.6,0,0,0,0,1.3241,0,0,0,0,0,0,0,0,0,0,0,0,1.24405,1.36336,1.08826,1.17381,0,0,1.35363,0,0,0,0,0,1.24849,0,1.19606,1.1873,0
VT4948,chr2L,9770916,9771345,0,16,12,16,12,5,1,11,0,13,8,18,14,11,25,37,50,12,18,16,7,13,0,56,24,18,0,5,9,13,3,12,8,7,28,4,8,13,4,13,13,18,7,25.9,37.74,45.9,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49480,chr3R,29622219,29624344,0,15,18,17,19,19,9,14,14,19,15,24,14,43,35,45,41,30,33,15,3,17,2,28,48,51,36,16,21,30,19,15,8,7,41,4,5,10,4,21,15,24,11,34.2,43.29,44.88,39.06,0,0,0,0,1.3241,0,0,0,0,0,0,0,0,0,0,0,1.48325,1.32497,1.43308,0,0,0,0,0,0,0,0,0,0,1.2136,0,0,0,0
VT49481,chr3R,29623698,29625810,0,15,12,17,18,14,12,10,0,20,15,26,22,23,35,40,42,28,22,18,11,13,24,70,33,62,80,10,15,32,15,17,5,7,44,5,5,11,3,17,21,20,12,36.6,68.487,99.96,110.98,0,0,0,1.18242,0,1.04773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49483,chr3R,29626639,29628823,0,12,11,20,17,42,8,17,2,12,15,10,36,18,19,27,24,22,36,15,12,24,15,35,43,68,68,13,14,47,15,16,11,8,44,6,7,12,5,28,16,22,14,32.35,42.846,47.94,45.88,0,0,0,0,0,1.06684,0,0,0,0,0,1.58429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20447,0,1.14235,1.12907,0
VT49484,chr3R,29628126,29630418,0,15,19,24,15,42,16,17,25,41,12,19,36,18,25,20,8,23,20,18,15,24,17,56,43,57,68,18,24,26,25,20,8,9,53,6,7,16,4,28,18,23,13,33.7,41.07,46.92,37.82,0,0,0,0,0,1.06684,0,0,0,0,0,1.58429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23466
VT49485,chr3R,29632693,29634945,0,19,22,16,18,16,7,13,0,23,26,16,22,29,19,44,12,12,11,9,9,16,4,31,15,26,76,15,11,18,5,10,5,4,45,4,2,7,4,26,12,27,13,28.1,41.07,49.98,55.8,0,1.27731,1.61506,1.32733,1.19477,1.14314,1.5776,1.739,1.5906,1.33846,0,1.3102,1.45059,1.52872,1.65247,0,1.40583,1.23196,1.19708,1.38993,0,1.20196,1.20371,1.38188,1.49409,1.95778,0,1.62914,1.34457,1.32853,1.77923,1.10686,1.18508,0
VT49486,chr3R,29634256,29636330,0,19,22,23,15,18,7,21,21,23,23,16,22,30,15,37,8,26,57,10,9,12,8,37,54,50,36,15,13,17,6,15,5,5,45,5,3,7,4,26,13,17,9,31.35,31.08,49.98,67.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49487,chr3R,29635697,29637847,0,20,13,23,15,18,8,23,21,26,13,31,7,30,32,39,13,35,57,15,8,20,16,37,41,28,84,15,12,13,15,15,5,8,40,5,3,8,7,17,18,24,10,37.45,59.94,32.64,36.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49488,chr3R,29637108,29639208,0,12,17,20,13,12,12,8,1,26,13,10,44,17,20,39,13,35,30,7,7,14,16,35,28,61,117,14,16,30,7,16,5,5,71,5,6,6,7,24,16,24,12,33.7,39.96,49.98,26.04,0,0,0,0,0,1.22595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33741,0,1.189,1.16378,0
VT49489,chr3R,29638589,29640760,0,14,22,22,20,5,11,8,5,23,9,26,44,30,24,54,8,18,32,24,13,30,14,44,28,61,52,12,17,30,7,17,6,9,37,7,6,6,4,24,16,23,11,30.4,35.52,49.98,26.04,0,1.54682,0,0,0,1.22595,1.73421,0,0,0,0,1.31674,0,0,0,0,0,0,0,1.35265,0,0,0,1.43982,0,0,0,0,1.39492,1.33741,0,1.189,1.16378,0
VT4949,chr2L,9771119,9771750,0,16,9,14,14,6,10,11,0,13,17,18,0,13,25,36,13,12,18,16,2,13,2,92,24,11,0,5,10,15,3,13,7,7,28,4,8,13,4,13,13,13,7,25.9,34.743,45.9,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49492,chr3R,29646249,29648398,0,17,19,24,18,28,5,17,25,24,21,20,7,25,16,40,17,27,40,32,12,15,10,33,98,43,20,16,18,15,15,19,7,6,37,6,5,7,4,24,18,25,10,38.15,52.17,34.68,110.36,0,0,0,0,0,0,0,0,0,0,0,1.50467,0,0,0,0,0,0,0,1.41113,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24867
VT49493,chr3R,29647989,29650083,0,15,18,20,14,17,9,16,14,9,22,28,7,25,28,40,17,16,13,15,8,15,12,37,21,52,182,15,12,15,15,16,6,5,46,7,4,10,4,23,20,23,10,32.35,67.71,30.6,65.658,0,0,0,0,0,0,0,0,0,0,0,1.34392,0,0,0,0,0,0,0,1.27669,0,0,0,0,0,0,0,0,0,0,0,0,1.066,0
VT49494,chr3R,29649563,29651764,0,18,22,21,14,5,8,14,4,27,7,18,22,16,32,46,16,16,27,11,3,14,12,66,45,52,56,15,12,22,5,16,7,8,41,6,7,10,3,25,14,24,8,29.45,67.71,30.6,35.96,0,0,0,0,1.26206,0,0,0,0,0,0,1.43281,0,0,0,0,0,0,0,1.32182,0,0,0,0,0,0,0,0,0,0,0,0,1.16037,0
VT49497,chr3R,29656678,29658748,0,12,11,15,17,18,10,14,1,30,6,25,14,27,24,46,20,9,24,12,11,12,12,54,17,56,48,11,12,24,19,13,7,6,48,6,6,4,4,22,13,24,14,28.15,55.5,40.392,81.84,0,0,0,0,1.38118,0,0,0,0,1.34414,0,0,0,0,0,0,0,0,0,0,1.24762,0,0,0,0,0,0,0,0,0,0,0,1.15828,0
VT49498,chr3R,29657909,29660064,0,16,14,29,22,18,1,12,10,25,8,23,22,34,38,36,12,10,15,7,11,17,5,54,17,55,48,11,14,25,3,12,5,4,42,4,4,5,1,22,15,24,8,28.15,43.29,53.04,34.72,0,0,0,0,1.43596,1.12283,0,0,0,1.36406,0,0,0,0,0,0,0,1.32607,0,0,1.28649,0,0,0,0,0,0,0,0,0,0,0,1.19449,0
VT4950,chr2L,9772996,9773161,0,16,20,23,14,0,7,20,0,10,12,20,14,21,17,37,31,0,38,1,16,23,1,42,10,39,84,6,9,19,7,13,5,6,49,4,7,13,1,22,15,31,6,28.75,34.41,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49500,chr3R,29661908,29662856,0,15,19,23,13,22,14,12,19,20,25,33,7,14,26,39,54,10,23,21,10,16,5,73,26,23,109,8,15,22,6,15,7,6,37,10,6,7,4,25,15,26,11,33.4,56.61,29.58,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59123,1.26391,1.29708,0,0,0,0,1.3452,0,0,0,0,0,0,0,0,1.10864,0
VT49502,chr3R,29666021,29668028,1,16,16,17,14,47,30,18,49,25,31,20,29,32,43,27,16,19,17,37,50,59,7,33,10,37,0,21,20,62,31,18,13,9,34,12,12,21,7,21,19,18,12,26.95,41.07,110.16,592.968,0,0,2.3894,2.7015,1.46031,1.67198,0,0,0,0,0,0,0,0,0,0,0,2.08701,2.0162,0,2.09881,0,0,0,0,0,0,0,0,1.48326,0,1.87042,1.82788,0
VT49503,chr3R,29668791,29669258,0,16,16,34,20,11,13,12,4,22,22,18,22,30,16,36,11,40,13,22,11,12,35,82,17,27,0,8,16,34,5,15,6,10,57,12,13,15,8,18,18,23,9,33.5,17.76,51,121.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49505,chr3R,29670827,29671704,0,16,17,14,12,36,25,32,25,35,29,42,29,30,23,21,3,0,11,12,34,70,8,92,34,42,64,11,19,24,15,17,7,11,48,15,17,23,12,26,16,30,9,39.4,60.384,123.828,368.032,0,1.18602,2.00394,1.5346,4.93412,1.80641,0,0,0,0,0,0,0,0,0,0,0,1.38976,1.56255,1.2625,3.06385,1.24829,0,0,0,0,0,2.88523,0,1.38657,0,1.78505,1.77145,1.26273
VT49506,chr3R,29672293,29672535,0,8,7,14,13,11,3,19,0,17,13,12,7,20,10,6,0,18,23,19,2,13,11,26,6,0,0,4,23,19,0,8,3,7,28,8,8,15,6,21,13,17,9,29.6,16.65,16.32,15.624,1.27637,1.36391,0,0,1.1213,0.904872,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24496,1.25701,0,0,0,0,0,0,0,0,1.21154,0,0,1.21081,0
VT49508,chr3R,29674965,29675424,0,18,15,26,19,13,15,25,10,18,55,97,14,3,17,32,19,25,131,15,101,255,35,33,246,713,73,6,162,549,15,25,14,14,50,16,21,30,5,28,14,21,12,33.45,73.26,53.55,107.88,0,0,1.62101,1.6072,1.25267,1.52158,0,0,0,1.45519,0,0,0,0,0,0,0,0,0,0,1.88538,1.17569,1.19941,1.17647,0,0,0,1.3361,0,0,0,1.23084,1.33769,1.25816
VT4951,chr2L,9773129,9773938,0,11,14,17,15,3,13,27,5,12,5,20,14,31,17,74,23,23,38,9,16,20,0,61,41,13,20,8,20,27,7,18,9,7,50,6,6,12,5,18,16,24,7,30.95,47.73,57.12,22.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT49510,chr3R,29677294,29677857,0,17,16,20,14,11,13,8,14,20,18,16,14,36,60,21,25,106,262,12,21,23,8,30,21,29,52,5,16,12,11,12,8,5,48,5,7,7,6,20,19,18,7,30.15,23.31,34.68,34.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26354,0,0,0,0,0,0,0,0,0,1.1751,0,0,0,0
VT49513,chr3R,29682507,29684093,0,16,17,29,18,7,9,12,5,19,32,20,14,17,30,35,41,11,14,15,7,19,12,80,19,43,60,15,13,20,17,13,6,5,48,3,5,11,4,19,22,22,10,39.2,24.42,54.06,60.14,0,0,1.70789,1.4789,1.39562,1.44138,2.01485,2.07288,0,1.37056,0,1.57073,0,1.57196,0,0,1.67303,1.4632,1.25516,1.40949,0,0,0,0,0,0,0,2.27155,1.35915,1.34915,0,1.26804,1.24589,0
VT4953,chr2L,9776921,9779264,0,13,12,21,12,19,14,14,22,17,12,22,22,32,34,51,58,50,49,19,7,24,8,36,45,54,129,11,16,27,21,17,9,6,66,5,13,13,4,21,21,25,10,25.2,83.25,43.86,107.26,0,0,0,0,1.24478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37275,1.74415,0,0,0,0,0,0,0,0,1.8563,1.64896,0
VT49555,chr3R,29753544,29755672,0,9,18,21,14,22,18,14,8,18,27,10,7,12,31,44,0,14,174,20,9,15,14,21,21,42,29,12,13,15,7,12,7,5,28,6,9,6,4,19,21,22,9,25.5,43.29,29.58,44.64,0,0,0,0,1.23233,1.16644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41217,1.28302,0,1.20194,1.22592,0
VT49556,chr3R,29755168,29757238,0,17,22,23,14,10,4,14,5,20,20,23,7,8,21,19,15,23,14,15,15,35,14,18,15,53,169,10,11,20,31,10,6,6,34,6,7,10,1,18,19,23,10,31.85,45.51,39.78,97.96,0,0,0,1.30834,1.28251,1.20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41217,1.28302,0,1.22181,1.26173,0
